track_name,track_artist,track_popularity,track_album_name,track_album_release_date,duration_ms
Young,Brieuc,33,Young,2019-05-10,199159
Smile,Prince Paris,39,Smile,2019-04-26,221549
Crazy For Your Love,Radiology,31,Crazy For Your Love,2018-12-14,150391
Symphony - Acoustic Mix,Sick Individuals,24,Symphony (Acoustic Mix),2019-01-28,211996
留学生,Monkey Majik,49,COLLABORATED,2019-03-06,214773
Body Language,INTERSECTION,32,Body Language,2018-12-07,220088
HONEY,RIRI,42,HONEY,2018-10-31,186703
真っ赤な太陽,RAMMELLS,29,真っ赤な太陽,2019,181187
In This Place - Kizuna Version,Thelma Aoyama,28,Ralph Breaks the Internet (Original Motion Picture Soundtrack),2018-12-19,180600
Stereo,LOZAREENA,31,Stereo,2018-11-09,238547
ひとりの夜を抜け,Lucky Kilimanjaro,41,ひとりの夜を抜け,2018-11-21,181589
JOYRIDE (#SorryNotSorry pt.2),BananaLemon,30,JOYRIDE (#SorryNotSorry pt.2),2018-12-17,216991
ONE THING feat. SALU (BABY-T Remix),I Don't Like Mondays.,30,ONE THING feat. SALU (BABY-T Remix),2018-12-01,204590
Rain,KEN THE 390,26,Rain,2019-03-22,232222
スパゲッティー,AYA A.K.A PANDA,42,スパゲッティー,2019-01-16,183824
Fever,YOSA & TAAR,38,Fever,2018-11-16,236308
ガリレオ・ガール,NONA REEVES,37,未来,2019-03-13,191947
FAKE,ASOBOiSM,29,FAKE,2018-10-10,179272
Mi Body Good,Akane,27,AkaneAMG,2019-01-16,142895
Cruisin',Shin Sakiura,29,Cruisin',2019-01-09,193341
Drop Top,MaisonDe,36,Because Of Summer,2019-07-14,175773
Break up,Taichi Mukai,40,PURE,2018-11-28,276053
AMOR,BoA,36,AMOR,2018-12-26,233965
Make A Move,EMMA WAHLIN,45,Make A Move,2019-02-06,189147
Limousine,DJ PIGER,18,Limousine,2019-05-01,193783
Too Fragile,CIRRRCLE,27,Too Fragile,2019-02-20,156682
Violeta,IZ*ONE,67,HEART*IZ,2019-04-01,200913
달라달라 DALLA DALLA,ITZY,52,IT'z Different,2019-02-13,199874
Never Grow Up,CHANMINA,54,Never Grow Up,2019-07-19,196253
Ooo!,EXILE SHOKICHI,29,1114,2019-05-15,180773
Flame of Love,Reiji Kawaguchi,26,Departure,2019-07-24,185187
Beautiful - 3onderboy remix,BananaLemon,28,Beautiful (3onderboy remix),2018-12-08,243565
Famous,TAEMIN,55,Famous,2019-07-27,180187
TURN,TaeyoungBoy,0,HOWL OF YOUNGTIMZ,2019-02-27,169796
Boy Meets Girl,Rude-α,38,Boy Meets Girl,2018-11-28,236317
Sakura,DEAN FUJIOKA,37,History In The Making,2019-01-30,241685
Breakthrough,TWICE,65,Breakthrough,2019-06-12,217651
DOWN BY LAW,THE RAMPAGE from EXILE TRIBE,48,THROW YA FIST,2019-01-30,201733
Dream ship,DJ RYOW,36,Dream ship,2019-03-20,183093
MIROH,Stray Kids,45,Clé 1 : MIROH,2019-03-26,207617
Let Me Love You,FlowBack,24,Let Me Love You,2019-06-12,204760
more,AmPm,45,more,2019-05-22,292767
"The Lights, The Nights - Strobe Ver.",Unwork,25,"The Lights, The Nights (Strobe Ver.)",2019-04-02,226909
MAKUAKE PARKGOLF remix,eill,28,MAKUAKE PARKGOLF remix,2018-11-14,225694
Sexy my lady,RIKE,26,Sexy my lady,2019-07-31,168118
Lullaby,Sigala,34,Lullaby,2018-10-03,203569
MI NUH FRAID (Extravaganza Riddim),ramhead,22,MI NUH FRAID (Extravaganza Riddim),2019-06-05,159214
WILD,Shuta Sueyoshi,30,WONDER HACK,2019-01-16,208627
Overflow(変身),YonYon,34,Overflow(変身),2019-03-21,240988
Woman We Are,Dream Shizuka,26,4 FEELS.,2019-05-22,195558
Kill This Love,BLACKPINK,58,KILL THIS LOVE,2019-04-05,189040
Free! Free! Free!,竹内アンナ,37,at TWO,2019-01-23,231933
Days Gone By,ANIMAL HACK,37,Days Gone By,2019-01-26,197400
Your Best American Girl,Mitski,31,Puberty 2,2017-10-20,212184
Dancing On My Own,Robyn,61,Body Talk Pt. 1,2010-06-11,285973
Seasons (Waiting On You),Future Islands,66,Singles,2014-03-24,226440
Two Weeks,FKA twigs,58,LP1,2014-08-12,247547
Video Games - Remastered,Lana Del Rey,55,Born To Die,2012-01-30,281947
Queen,Perfume Genius,58,Too Bright,2014-09-22,230720
Pink + White,Frank Ocean,77,Blonde,2016-08-20,184516
Genesis,Grimes,60,Visions,2012-02-21,255320
Let It Happen,Tame Impala,75,Currents,2015-07-17,467587
I Know There's Gonna Be (Good Times) [feat. Popcaan],Young Thug,57,I Know There's Gonna Be (Good Times) [feat. Popcaan],2015-08-28,213622
Your Dog,Soccer Mommy,61,Clean,2018-03-02,194009
Hannah Hunt,Vampire Weekend,62,Modern Vampires of the City,2013-05-27,237973
Norf Norf,Vince Staples,70,Summertime '06,2015-06-30,183160
Royals,Lorde,78,Pure Heroine,2013-01-01,190185
Holocene,Bon Iver,70,Bon Iver,2011-06-21,336613
Shut Up Kiss Me,Angel Olsen,64,MY WOMAN,2016-09-02,202200
GLOWED UP,KAYTRANADA,64,99.9%,2016-05-06,298027
BTSTU (Edit),Jai Paul,58,BTSTU,2011-04-21,210001
Midnight City,M83,71,"Hurry Up, We're Dreaming",2011,241440
Borrowed Time,Parquet Courts,48,Light Up Gold + Tally All The Things That You Broke,2013-10-15,152040
Them Changes,Thundercat,58,Drunk,2017-02-24,188385
Pretty Pimpin,Kurt Vile,66,b'lieve i'm goin down...,2015-09-25,298760
The Morning,The Weeknd,70,Trilogy,2012-01-01,312427
Should Have Known Better,Sufjan Stevens,65,Carrie & Lowell,2015-03-31,307698
Old Friends,Pinegrove,60,Cardinal,2016-02-12,207720
Close Your Eyes (And Count To Fuck),Run The Jewels,62,Run The Jewels 2,2014-10-24,234160
Sprawl II (Mountains Beyond Mountains),Arcade Fire,63,The Suburbs,2010,325547
Bags,Clairo,70,Immunity,2019-08-02,260520
Avant Gardener,Courtney Barnett,59,The Double EP: A Sea of Split Peas,2014-04-15,312227
Retrograde,James Blake,67,Overgrown,2013-04-08,223600
Zebra,Beach House,54,Teen Dream,2010-01-26,288720
Red Eyes,The War On Drugs,65,Lost In The Dream,2014-03-18,298920
On Hold,The xx,65,I See You,2017-01-13,224133
Diddy Bop (feat. Cam O'bi & Raury),Noname,63,Telefone,2016-08-12,208000
17,Youth Lagoon,58,The Year of Hibernation,2011,236000
Ode to Viceroy,Mac DeMarco,63,2,2012-10-16,233818
Don't Touch My Hair,Solange,61,A Seat at the Table,2016-09-30,257547
Helplessness Blues,Fleet Foxes,59,Helplessness Blues,2011-05-03,303387
Sound & Color,Alabama Shakes,9,Sound & Color,2015-04-21,182467
Wildfire,SBTRKT,62,SBTRKT,2011-06-27,201000
Bloodbuzz Ohio,The National,47,High Violet,2010-05-11,275933
Pristine,Snail Mail,60,Lush,2018-06-08,295333
Girl,The Internet,67,Ego Death,2015-06-26,415613
Feels Like We Only Go Backwards,Tame Impala,75,Lonerism,2012-01-01,192960
So Good At Being in Trouble,Unknown Mortal Orchestra,68,II,2013-02-05,230147
Alaska,Maggie Rogers,69,Heard It In A Past Life,2019-01-18,188000
I Don't Wanna Be Funny Anymore,Lucy Dacus,57,No Burden,2016-06-22,163292
See You Again (feat. Kali Uchis),"Tyler, The Creator",79,Flower Boy,2017-07-21,180387
Odessa,Caribou,54,Swim,2010-04-20,315585
Don't Wanna Be Your Girl,Wet,46,Don't You,2016-01-29,197280
raingurl,Yaeji,65,raingurl,2017-10-30,237231
All My Happiness is Gone,Purple Mountains,57,Purple Mountains,2019-07-12,260280
I Follow Rivers,Lykke Li,62,Wounded Rhymes,2011,228467
Only Child,Tierra Whack,67,Only Child,2019-02-19,239324
22 (OVER S∞∞N),Bon Iver,59,"22, A Million",2016-09-30,168000
Chateau Lobby #4 (in C for Two Virgins),Father John Misty,60,"I Love You, Honeybear",2015-02-10,170840
Loving Is Easy,Rex Orange County,80,Loving Is Easy,2017-10-11,155720
(No One Knows Me) Like the Piano,Sampha,63,Process,2017-02-03,218160
Motion Sickness,Phoebe Bridgers,67,Stranger in the Alps,2017-09-22,229760
Hey Moon,John Maus,54,We Must Become the Pitiless Censors of Ourselves,2011-06-28,248707
You're Not Good Enough,Blood Orange,63,Cupid Deluxe,2013-11-18,261360
Every Time the Sun Comes Up,Sharon Van Etten,63,Are We There,2014-05-27,262520
Open Eye Signal,Jon Hopkins,53,Immunity,2013-06-03,468587
Kaputt,Destroyer,49,Kaputt,2011-01-25,377973
Drunk Drivers/Killer Whales,Car Seat Headrest,60,Teens of Denial,2016-05-20,374653
Grown Up,Danny Brown,60,Grown Up,2012-06-12,139931
Love It If We Made It,The 1975,73,A Brief Inquiry Into Online Relationships,2018-11-30,252926
Chum,Earl Sweatshirt,67,Doris,2013-08-16,243773
Round And Round,Ariel Pink,57,Before Today,2010-06-07,308680
Road Head,Japanese Breakfast,60,Soft Sounds from Another Planet,2017-07-14,195107
Never Catch Me,Flying Lotus,60,You're Dead!,2014-10-06,234487
Helicopter,Deerhunter,56,Halcyon Digest,2010-09-27,298173
I'm Not Part of Me,Cloud Nothings,44,Here and Nowhere Else,2014-04-01,275309
Territory,The Blaze,64,Territory,2017-04-07,276373
Downtown,Majical Cloudz,53,Are You Alone?,2015-10-16,249063
Goodie Bag,Still Woozy,45,Goodie Bag,2017-11-05,146390
Airplanes,Local Natives,49,Gorilla Manor,2010-02-16,237933
Kill V. Maim,Grimes,62,Art Angels,2015-11-06,246007
Nobody,Mitski,67,Be the Cowboy,2018-08-17,193429
No Woman,Whitney,65,Light Upon the Lake,2016-06-03,237973
Coffee,Sylvan Esso,61,Sylvan Esso,2014-05-13,269693
Loud Places,Jamie xx,7,In Colour - Preview White Label,2015-03-27,283067
Riding For The Feeling,Bill Callahan,48,Apocalypse,2011-04-19,365747
Cruel,St. Vincent,55,Strange Mercy,2011-09-12,214987
Thinkin Bout You,Frank Ocean,75,channel ORANGE,2012-01-01,200747
Antidote,Orion Sun,58,A Collection of Fleeting Moments and Daydreams,2017-07-02,169756
Get Got,Death Grips,58,The Money Store,2012-04-20,171867
The Wire,HAIM,60,Days Are Gone,2013-09-30,245293
Rill Rill,Sleigh Bells,56,Treats,2010-06-01,229893
Not,Big Thief,62,Two Hands,2019-10-11,367093
The Mother We Share,CHVRCHES,61,The Bones of What You Believe,2013-09-20,191294
"Archie, Marry Me",Alvvays,62,Alvvays,2014-07-22,196560
Mi Mujer,Nicolas Jaar,59,Time for Us,2010-01-25,411125
Lo Que Siento,Cuco,76,Lo Que Siento,2017-05-25,312000
Damn That Valley,U.S. Girls,40,Half Free,2015-09-25,190387
The Words That Maketh Murder,PJ Harvey,37,Let England Shake,2011-02-15,225840
Lucky,Choker,63,Forever & A Few,2019-02-08,251034
Fineshrine,Purity Ring,60,Shrines,2012-07-23,209760
Busy Earnin',Jungle,53,Jungle,2014-07-15,181773
Rare,Selena Gomez,88,Rare,2020-01-10,220590
Señorita,Shawn Mendes,88,Shawn Mendes (Deluxe),2019-06-19,190800
The Victory - Reloaded,Deborah Dworshipper,46,The Victory (Reloaded),2019-12-21,237400
Finally // beautiful stranger,Halsey,79,Finally // beautiful stranger,2019-12-06,221096
One Thing Right - Koni Remix,Marshmello,46,One Thing Right (Remixes Pt. 2),2019-12-17,148986
Lines,Keo Nozari,23,Headspace,2019-06-11,233398
Summer of Love,Lou Ella,29,Summer of Love,2019-03-29,242048
Berlin,Tom Goss,37,Territories,2019-11-13,241853
Dreams,Keo Nozari,27,Headspace,2019-06-11,237255
Help,Saint Mars,42,Help,2019-11-22,185792
Where Are You,Adil C,39,Where Are You,2019-04-05,165921
Closure,Nick Hames,38,Closure,2019-11-20,208457
Okay.,Bailey Crego,29,Dangerous,2019-08-02,199800
Adore You,Harry Styles,91,Adore You,2019-12-06,207133
Me & You,Chip Conyard,33,Me & You,2020-01-03,173636
Never Enough,Blair Woods,27,Never Enough,2019-12-10,195683
I Feel Love,Sam Smith,78,I Feel Love,2019-11-01,254453
Down,Melissa Crispo,21,The 5th Stage,2019-03-22,252684
Alone Tonight,Maxwell Luke,36,Alone Tonight,2019-12-20,188788
Happy You Came Around,Amber Ryann,29,A Call To A Friend,2020-01-10,205659
Wanting More,Kat Holland,31,Wanting More,2020-01-03,213913
Torturing Myself,Lauren Presley,42,Torturing Myself,2020-01-06,179500
Wait for Me,CTZNJ,43,Wait for Me,2020-01-02,199793
Like It or Not,Ksenia,39,Like It or Not,2019-12-12,179277
Special,Kevlah,38,Special,2019-11-06,191000
Gone From Here - Original Mix,Maml,28,Gone From Here,2019-12-16,267136
HITHER,Downlowd,33,HITHER,2019-12-30,252263
I've Changed,Asher Knight,42,I've Changed,2019-10-04,215448
Do It for the Photos,Two Neighbors,23,Do It for the Photos,2020-01-10,150813
If I Loved You,Royse,38,If I Loved You,2019-05-10,214437
Behold!,Seven Lights,32,Endlessly,2018-08-24,271849
Nobody Else - Radio Edit,Scriss,24,Nobody Else,2019-12-20,212056
Senses,KINGDØMS,41,Senses,2020-01-20,237026
Anyway feat. Jafro & Renz,Plastician,38,Anyway,2018-11-16,133000
Tell Me It's Over,Guy Tang,32,#More2Me,2020-01-03,170400
Heart Beats Fast. (Xander Milne Remix),Eivind Husebø,27,Heart Beats Fast. (Xander Milne Remix),2019-07-12,286000
Different Ways,Natixx,26,Different Ways,2020-01-10,266788
Maillot de bain,Modhayan,38,Biarritz,2019-08-25,215410
Knowing,Davina Leone,13,Knowing,2019-11-29,61385
Fantasy,TYFI,43,Fantasy,2019-11-29,188875
Cheap Thrills,Sia,77,This Is Acting,2016-01-29,211667
Problem,Ariana Grande,9,My Everything (Deluxe),2014-08-22,193920
Firestone (feat. Conrad Sewell),Kygo,16,Firestone (feat. Conrad Sewell),2015-08-28,270787
Dead Types,Don Mills,44,Dead Types,2020-01-09,213913
Havana,Camila Cabello,26,Havana,2017-08-03,216897
Work from Home (feat. Ty Dolla $ign),Fifth Harmony,78,7/27 (Deluxe),2016-05-27,214480
Slide (feat. Frank Ocean & Migos),Calvin Harris,69,Funk Wav Bounces Vol.1,2017-06-30,230813
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,78,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",2016-05-06,236002
Faded,Alan Walker,77,Faded,2015-12-04,212627
A Long Time,Shannon K,34,A Long Time,2018-03-15,164684
Someone Like You,Adele,79,21,2011-01-19,285240
Something Just Like This,The Chainsmokers,76,Something Just Like This,2017-02-22,247627
Shape of You,Ed Sheeran,86,÷ (Deluxe),2017-03-03,233713
Swish,Josh Stanley,49,Swish,2019-10-04,121482
Hold Up,Beyoncé,75,Lemonade,2016-04-23,221093
Chandelier,Sia,79,1000 Forms Of Fear,2014-07-04,216120
Thraa,Doje,42,Thraa,2019-11-15,194715
Instant Crush,Daft Punk,75,Random Access Memories,2013-05-17,337560
Yellow Hearts,Ant Saunders,89,Yellow Hearts,2019-06-18,223258
Sass Cafe,Josh Stanley,41,Sass Cafe,2019-06-07,160800
Pumped Up Kicks,Foster The People,83,Torches,2011-05-23,239600
We Can't Stop,Miley Cyrus,77,Bangerz (Deluxe Version),2013-10-04,231240
Sweet Dreams,The FifthGuys,43,Sweet Dreams,2020-01-17,210750
All of Me,John Legend,85,Love In The Future (Expanded Edition),2013-08-30,269560
Cry for Me,Camila Cabello,73,Cry for Me,2019-10-04,189133
Sweet Nothing (feat. Florence Welch),Calvin Harris,71,18 Months,2012-10-26,212560
ANTHEM,Connor Bvrns,48,ANTHEM,2020-01-10,161800
Ex's & Oh's,Elle King,73,Love Stuff,2015-02-13,202173
Rich Boy,Josh Stanley,34,Rich Boy,2019-07-26,170400
Don't Let Me Down,The Chainsmokers,81,Don't Let Me Down,2016-02-05,208373
Locked Away,R. City,73,What Dreams Are Made Of,2015-10-09,227480
Happy,ØMG,50,Happy,2020-01-03,160320
Sunday Best,Surfaces,81,Where the Light Is,2019-01-06,158571
Lush Life,Zara Larsson,76,So Good,2017-03-17,201122
Over and Done,Joanna Crass,42,Over and Done,2020-01-03,182550
Uptown Funk,Mark Ronson,82,Uptown Special,2015-01-12,269667
Beyond the Sky,ØMG,43,Beyond the Sky,2019-12-05,155520
Halo,Beyoncé,77,I AM...SASHA FIERCE,2008-11-14,261640
Wild Thoughts,DJ Khaled,15,Wild Thoughts,2017-06-16,204664
Girl On Fire,Alicia Keys,75,Girl on Fire (Remixes) - EP,2012-11-18,224920
Tus Juegos,Pochin Mirkin,42,Tus Juegos,2019-12-20,181156
Liar,Camila Cabello,87,Liar,2019-09-04,207039
Wake Me Up - Radio Edit,Avicii,25,True,2013-01-01,247427
Rude,MAGIC!,78,Don't Kill the Magic,2014-06-25,224840
Nothing,Paul Butcher,40,Nothing,2019-11-15,182426
Just Give Me a Reason (feat. Nate Ruess),P!nk,80,The Truth About Love,2012-09-18,242733
Still Don't Know My Name,Labrinth,75,Euphoria (Original Score from the HBO Series),2019-10-04,153294
All About That Bass,Meghan Trainor,70,Title (Deluxe),2015-01-09,187920
Story of My Life,One Direction,80,Midnight Memories (Deluxe),2013-11-25,245493
New Rules,Dua Lipa,83,Dua Lipa (Deluxe),2017-06-02,209320
Timber (feat. Ke$ha),Pitbull,76,Global Warming: Meltdown (Deluxe Version),2012,204160
On & On - Mixed,MØ,53,Walshy Fire Presents: MMMMØ - The Mix,2019-11-01,210559
Dusk Till Dawn - Radio Edit,ZAYN,81,Dusk Till Dawn (Radio Edit),2017-09-07,239000
Impossible,James Arthur,76,James Arthur (Deluxe),2013-11-01,209440
Find U Again (feat. Camila Cabello),Mark Ronson,74,Find U Again (feat. Camila Cabello),2019-05-30,176417
Lost,Chris Linton,44,Lost,2019-12-13,196129
Run the World (Girls),Beyoncé,75,4,2011-06-24,236093
Love Lies (with Normani),Khalid,79,Love Lies (with Normani),2018-02-14,201707
Set Fire to the Rain,Adele,74,21,2011-01-19,242974
Kill My Mind,Louis Tomlinson,66,Kill My Mind,2019-09-05,220930
PILLOWTALK,ZAYN,78,Mind Of Mine (Deluxe Edition),2016-03-25,202747
TiK ToK,Kesha,80,Animal (Expanded Edition),2010-01-01,199693
New Light,John Mayer,80,New Light,2018-05-10,216015
So What,P!nk,15,Funhouse: The Tour Edition,2008,215160
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,79,Nothing Breaks Like a Heart (feat. Miley Cyrus),2018-11-30,217467
The Greatest,Sia,74,This Is Acting (Deluxe Version),2016-10-21,210227
Say Something,A Great Big World,78,Is There Anybody Out There?,2014-01-17,229400
Five More Hours - Deorro x Chris Brown,Deorro,68,Good Evening,2017-03-31,211975
Malibu,Miley Cyrus,21,Malibu,2017-05-11,231906
I'm the One,DJ Khaled,18,I'm the One,2017-04-27,288877
"Hey, Soul Sister",Train,27,"Hey, Soul Sister",2009-08-06,216667
Mirrors,Justin Timberlake,77,The 20/20 Experience (Deluxe Version),2013-03-15,484147
Silence,Marshmello,81,Silence,2017-08-11,180823
Better,Khalid,76,Better,2018-09-14,229413
Treat You Better,Shawn Mendes,11,Illuminate,2017-04-20,187973
NO,Meghan Trainor,69,Thank You (Deluxe Version),2017-05-12,213507
Radioactive,Imagine Dragons,16,Night Visions (Deluxe),2012-09-04,186813
What About Us,P!nk,65,What About Us,2017-08-10,271520
Budapest,George Ezra,76,Wanted on Voyage,2014-06-27,200720
Cold Water (feat. Justin Bieber & MØ),Major Lazer,19,Cold Water (feat. Justin Bieber & MØ),2016-07-22,185352
Payphone,Maroon 5,78,Overexposed Track By Track,2012-01-01,231173
Say You Won't Let Go,James Arthur,76,Say You Won't Let Go,2016-09-09,211240
Attention,Charlie Puth,23,Attention,2017-04-20,211475
Good Thing (with Kehlani),Zedd,82,Good Thing (with Kehlani),2019-09-27,210901
God Is A Dancer,Tiësto,45,God Is A Dancer (Acoustic),2019-10-25,168125
Supalonely,BENEE,67,STELLA & STEVE,2019-11-15,223480
Breathe,Herb Barclay,13,Breathe,2019-04-08,235900
Sad (feat. Afrojack) - SLVR Remix,Chico Rose,49,Sad (feat. Afrojack) [SLVR Remix],2019-11-08,163125
Mamma Mia,Tokyo Tav,17,Mamma Mia,2019-11-29,172810
Coke & Henny Pt. 2,Pink Sweat$,6,Volume 2,2019-03-28,157334
Without No Fear,Urchin,21,Without No Fear,2019-12-06,287581
Speechless,Dan + Shay,79,Dan + Shay,2018-06-22,213387
Dance Monkey,Tones and I,79,Dance Monkey,2019-05-10,209755
Circles,Post Malone,98,Hollywood's Bleeding,2019-09-06,215280
Don't Start Now,Dua Lipa,97,Don't Start Now,2019-10-31,183290
HIGHEST IN THE ROOM,Travis Scott,94,HIGHEST IN THE ROOM,2019-10-04,175721
hot girl bummer,blackbear,94,hot girl bummer,2019-08-23,185093
Follow God,Kanye West,85,JESUS IS KING,2019-10-25,104591
"10,000 Hours (with Justin Bieber)",Dan + Shay,91,"10,000 Hours (with Justin Bieber)",2019-10-04,167693
Beautiful People (feat. Khalid),Ed Sheeran,85,No.6 Collaborations Project,2019-07-12,197867
ROXANNE,Arizona Zervas,71,ROXANNE,2019-10-10,163636
Look At Her Now,Selena Gomez,86,Look At Her Now,2019-10-24,162596
How Do You Sleep?,Sam Smith,91,How Do You Sleep?,2019-07-19,202205
Lights Up,Harry Styles,74,Lights Up,2019-10-11,172227
Trampoline (with ZAYN),SHAED,90,Trampoline (with ZAYN),2019-09-26,184280
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,91,No.6 Collaborations Project,2019-07-12,204467
Goodbyes (Feat. Young Thug),Post Malone,51,Goodbyes (Feat. Young Thug),2019-07-05,174960
I Don't Care (with Justin Bieber),Ed Sheeran,84,No.6 Collaborations Project,2019-07-12,219947
Lalala,Y2K,91,Lalala,2019-06-28,160627
Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,87,Hollywood's Bleeding,2019-09-06,157560
Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,86,Hot (Remix) [feat. Gunna and Travis Scott],2019-11-01,279907
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,89,Good as Hell (feat. Ariana Grande) [Remix],2019-10-25,159011
Ransom,Lil Tecca,90,We Love You Tecca,2019-08-30,131240
It's You,Ali Gatie,68,It's You,2019-06-14,212607
Graveyard,Halsey,87,Graveyard,2019-09-13,181806
Callaita,Bad Bunny,90,Callaita,2019-05-31,250534
Panini,Lil Nas X,79,Panini,2019-09-13,114893
Bad To You (with Normani & Nicki Minaj),Ariana Grande,76,Charlie's Angels (Original Motion Picture Soundtrack),2019-11-01,171840
Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,87,Hollywood's Bleeding,2019-09-06,229573
No Me Conoce - Remix,Jhay Cortez,86,Famouz,2019-05-24,309120
Fantasias,Rauw Alejandro,92,Fantasias,2019-08-29,199711
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,88,Carte Blanche,2019-07-25,185195
223's (feat. 9lokknine),YNW Melly,85,223's (feat. 9lokknine),2019-08-09,176640
Stuck In A Dream (feat. Gunna),Lil Mosey,64,Stuck In A Dream (feat. Gunna),2019-09-17,123560
Si Te Vas,Sech,88,Si Te Vas,2019-09-26,204907
Old Town Road - Remix,Lil Nas X,90,7 EP,2019-06-21,157067
"Yo x Ti, Tu x Mi",ROSALÍA,88,"Yo x Ti, Tu x Mi",2019-08-15,201040
Dance Monkey,Tones and I,43,Dance Monkey,2019-05-10,209755
Trigger,Major Lazer,80,Trigger,2019-10-24,171987
Make It Right (feat. Lauv),BTS,83,Make It Right (feat. Lauv),2019-10-18,226321
Lonely (with Jonas Brothers),Diplo,80,Lonely,2019-09-27,139813
Easy,Camila Cabello,78,Easy,2019-10-11,194686
Harleys In Hawaii,Katy Perry,78,Harleys In Hawaii,2019-10-16,185815
Beautiful People (feat. Khalid),Ed Sheeran,89,Beautiful People (feat. Khalid),2019-06-28,197867
Feelings,Lauv,81,Feelings,2019-09-19,189613
Bruises,Lewis Capaldi,86,Divinely Uninspired To A Hellish Extent,2019-05-17,220492
July,Noah Cyrus,88,July,2019-07-31,156107
Heartless (feat. Morgan Wallen),Diplo,82,Heartless (feat. Morgan Wallen),2019-08-16,169227
Panini,Lil Nas X,84,7 EP,2019-06-21,114893
I.F.L.Y.,Bazzi,33,I.F.L.Y.,2019-07-18,165714
Orphans,Coldplay,78,Orphans / Arabesque,2019-10-24,197533
What Am I,Why Don't We,79,What Am I,2019-08-23,184665
Teeth,5 Seconds of Summer,80,Teeth,2019-08-21,204887
Outnumbered,Dermot Kennedy,80,Outnumbered,2019-06-13,245700
Playing Games (with Bryson Tiller) - Extended Version,Summer Walker,80,Over It,2019-10-04,143227
Piece Of Your Heart,MEDUZA,30,Piece Of Your Heart,2019-02-01,152913
Obsessed,Dynoro,69,Obsessed,2019-03-22,209933
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,84,Dancin (feat. Luvli) [Krono Remix],2014-11-07,198053
Bones (feat. OneRepublic),Galantis,77,Bones (feat. OneRepublic),2019-01-31,205793
All Day And Night - Jax Jones & Martin Solveig Present Europa,Jax Jones,21,Snacks,2018-10-12,169303
Who's Got Your Love,Cheat Codes,64,Who's Got Your Love,2019-03-15,157000
Happier,Marshmello,89,Happier,2018-08-17,214290
All Around The World (La La La),R3HAB,62,All Around The World (La La La),2019-04-05,147840
Speechless (feat. Erika Sirola),Robin Schulz,78,Speechless (feat. Erika Sirola),2018-11-16,214942
Remember (with ZOHARA),Gryffin,61,Remember (with ZOHARA),2018-10-26,221693
One Touch (with ‪Jess Glynne),Jess Glynne,16,Snacks (Supersize),2019-09-06,197747
"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,84,"fuck, i'm lonely (with Anne-Marie) (from “13 Reasons Why: Season 3”)",2019-08-02,198973
Love You Like A Love Song,Selena Gomez & The Scene,75,When The Sun Goes Down,2011-01-01,188453
Right Now,Nick Jonas,73,Right Now,2018-08-24,201680
Sucker,Jonas Brothers,87,Happiness Begins,2019-06-07,181027
Sorry Not Sorry,Demi Lovato,80,Tell Me You Love Me (Deluxe),2017-09-29,203760
None Of My Business,Cher Lloyd,68,None Of My Business,2018-10-19,184005
Beautiful Soul,Jesse McCartney,72,Beautiful Soul,2004-01-01,214227
Ready or Not,Bridgit Mendler,68,Hello My Name Is...,2012-01-01,200947
All I Ever Need,Austin Mahone,71,The Secret,2014,213747
Underwater,Cody Simpson,61,Wave Two,2019-02-22,208960
Slide Away,Miley Cyrus,81,Slide Away,2019-08-16,233654
Too Little Too Late - 2018,JoJo,66,The High Road (2018),2018-12-20,223533
Feeling So Good,Ashley Tisdale,56,Symptoms,2019-05-03,187160
He Could Be the One,Hannah Montana,65,Hannah Montana 3,2009-01-01,180800
"Strut - From ""The Cheetah Girls 2""",The Cheetah Girls,51,The Cheetah Girls 2,2006-01-01,198360
L.A. Boyz,Victorious Cast,54,Victorious 3.0: Even More Music From The Hit TV Show,2012-11-06,179600
No Air (feat. Chris Brown),Jordin Sparks,63,Jordin Sparks,2007-11-19,264373
"Flashlight - From ""Pitch Perfect 2"" Soundtrack",Jessie J,72,"Flashlight (From ""Pitch Perfect 2"" Soundtrack)",2015-04-14,208667
Come Clean,Hilary Duff,55,Metamorphosis,2003-01-01,214560
Hurts Like Hell (feat. Offset),Madison Beer,75,Hurts Like Hell (feat. Offset),2018-11-09,207109
Stronger (What Doesn't Kill You),Kelly Clarkson,73,Stronger (Deluxe Version),2011-10-24,221947
Say OK,Vanessa Hudgens,56,V,2006-01-01,221867
shut up,Greyson Chance,58,portraits,2019-03-15,170364
Boyfriend,Big Time Rush,62,BTR,2010-10-11,201040
